run_id,method,dataset,scene,execution,psnr,ssim,lpips,process_wall_s,native_train_s,fps,peak_device_mib,peak_torch_allocated_mib,gaussians,evidence_group,curve_export,paper_usage
primary/R2/wo_temporal/garden,wo_temporal,mipnerf360,garden,R2,27.027345657348633,0.8338920474052429,0.17631690204143524,289.0,233.71927132237755,479.8996791747331,8771.0,5418.599609375,755140,primary,logs/train/primary/R2/wo_temporal/garden/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_temporal/stump,wo_temporal,mipnerf360,stump,R2,26.635330200195312,0.756068229675293,0.29735904932022095,195.0,158.58376270381436,606.7489783371307,6477.0,3859.4306640625,396964,primary,logs/train/primary/R2/wo_temporal/stump/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_temporal/treehill,wo_temporal,mipnerf360,treehill,R2,22.82638168334961,0.609217643737793,0.4298754930496216,204.0,163.01404331606335,604.0517338641472,6639.0,4188.1689453125,395063,primary,logs/train/primary/R2/wo_temporal/treehill/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_temporal/room,wo_temporal,mipnerf360,room,R2,31.705097198486328,0.9176430106163025,0.22022999823093414,192.0,153.92774218739288,670.5582896028603,10271.0,7271.09619140625,210178,primary,logs/train/primary/R2/wo_temporal/room/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_temporal/counter,wo_temporal,mipnerf360,counter,R2,28.99383544921875,0.905306875705719,0.20643219351768494,207.0,175.53047201028076,583.2429201857916,9853.0,5896.4609375,208208,primary,logs/train/primary/R2/wo_temporal/counter/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_temporal/kitchen,wo_temporal,mipnerf360,kitchen,R2,31.635135650634766,0.9271222949028015,0.1285078525543213,271.0,234.00767659767746,481.2978524259964,13071.0,7104.28369140625,381539,primary,logs/train/primary/R2/wo_temporal/kitchen/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_temporal/bonsai,wo_temporal,mipnerf360,bonsai,R2,32.02611541748047,0.9407453536987305,0.19247791171073914,212.0,175.26267026744407,616.1702404475561,10565.0,7010.92578125,277993,primary,logs/train/primary/R2/wo_temporal/bonsai/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_temporal/truck,wo_temporal,tnt,truck,R2,25.57830047607422,0.8705623149871826,0.18253102898597717,118.0,108.70911858882073,713.3671527930535,5217.0,2319.5283203125,255425,primary,logs/train/primary/R2/wo_temporal/truck/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_temporal/train,wo_temporal,tnt,train,R2,22.259435653686523,0.8001589775085449,0.24762886762619019,125.0,114.93804982297075,646.9631560001209,5693.0,2670.25927734375,223036,primary,logs/train/primary/R2/wo_temporal/train/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_temporal/drjohnson,wo_temporal,db,drjohnson,R2,29.391633987426758,0.8974226713180542,0.2787266969680786,131.0,118.74157956047075,736.1372306014492,7637.0,4793.9228515625,246135,primary,logs/train/primary/R2/wo_temporal/drjohnson/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_temporal/playroom,wo_temporal,db,playroom,R2,29.566438674926758,0.8999276161193848,0.26683005690574646,119.0,108.6826618277198,782.7978206281912,6473.0,3510.3154296875,198892,primary,logs/train/primary/R2/wo_temporal/playroom/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/bicycle,wo_densification_aware,mipnerf360,bicycle,R2,24.702749252319336,0.7093684673309326,0.3152866065502167,225.0,173.1610207148611,576.0557153887228,8093.0,5499.9677734375,537141,primary,logs/train/primary/R2/wo_densification_aware/bicycle/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/flowers,wo_densification_aware,mipnerf360,flowers,R2,21.216392517089844,0.5580623745918274,0.4071633517742157,228.0,178.4848443701871,542.6123818775943,8141.0,5021.23046875,501213,primary,logs/train/primary/R2/wo_densification_aware/flowers/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/garden,wo_densification_aware,mipnerf360,garden,R2,27.08587074279785,0.8331853747367859,0.17715436220169067,292.0,234.9301371933327,478.96473767637656,9134.0,5457.48828125,775035,primary,logs/train/primary/R2/wo_densification_aware/garden/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/stump,wo_densification_aware,mipnerf360,stump,R2,26.648479461669922,0.7540540099143982,0.29980719089508057,190.0,153.95136594640468,608.9970542592438,6966.0,3852.44140625,391291,primary,logs/train/primary/R2/wo_densification_aware/stump/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/treehill,wo_densification_aware,mipnerf360,treehill,R2,22.77414321899414,0.6089534163475037,0.43212059140205383,201.0,160.0341303652211,612.3217735223135,7200.0,4178.984375,394698,primary,logs/train/primary/R2/wo_densification_aware/treehill/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/room,wo_densification_aware,mipnerf360,room,R2,31.72410774230957,0.9170359969139099,0.22148831188678741,189.0,151.182832012865,673.2770532889651,10646.0,7268.767578125,212486,primary,logs/train/primary/R2/wo_densification_aware/room/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/counter,wo_densification_aware,mipnerf360,counter,R2,28.964353561401367,0.904090166091919,0.20813672244548798,205.0,172.55222725553563,590.6631551445138,10508.0,5914.67138671875,209870,primary,logs/train/primary/R2/wo_densification_aware/counter/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/kitchen,wo_densification_aware,mipnerf360,kitchen,R2,31.633380889892578,0.9269189238548279,0.12902426719665527,272.0,235.53523917184435,476.1547580462797,12050.0,7112.6630859375,381476,primary,logs/train/primary/R2/wo_densification_aware/kitchen/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/bonsai,wo_densification_aware,mipnerf360,bonsai,R2,31.879413604736328,0.9392247796058655,0.19448451697826385,209.0,172.1691778850976,620.5286109952664,10852.0,7019.17529296875,281527,primary,logs/train/primary/R2/wo_densification_aware/bonsai/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/truck,wo_densification_aware,tnt,truck,R2,25.55681037902832,0.8694214820861816,0.1837475299835205,119.0,108.68984236694737,716.4356952475435,5466.0,2325.263671875,257300,primary,logs/train/primary/R2/wo_densification_aware/truck/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/train,wo_densification_aware,tnt,train,R2,22.34942626953125,0.7991731762886047,0.25099194049835205,124.0,113.52085241983666,649.2495931492477,6386.0,2663.93359375,218433,primary,logs/train/primary/R2/wo_densification_aware/train/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/drjohnson,wo_densification_aware,db,drjohnson,R2,29.321624755859375,0.8964359164237976,0.2808912694454193,129.0,116.59077167792512,734.2892731671752,8002.0,4788.291015625,241738,primary,logs/train/primary/R2/wo_densification_aware/drjohnson/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_densification_aware/playroom,wo_densification_aware,db,playroom,R2,30.408531188964844,0.9046686887741089,0.26775452494621277,118.0,107.7066654306156,759.1424013122747,6674.0,3537.126953125,204834,primary,logs/train/primary/R2/wo_densification_aware/playroom/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/bicycle,wo_ipw,mipnerf360,bicycle,R2,24.194477081298828,0.640136182308197,0.39101913571357727,189.0,138.6794575852583,709.8486957331742,7806.0,4909.29736328125,243877,primary,logs/train/primary/R2/wo_ipw/bicycle/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/flowers,wo_ipw,mipnerf360,flowers,R2,20.443134307861328,0.48486584424972534,0.4817889928817749,180.0,132.1873086103073,758.709446558609,7686.0,4389.8818359375,202593,primary,logs/train/primary/R2/wo_ipw/flowers/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/garden,wo_ipw,mipnerf360,garden,R2,26.75884437561035,0.8040043711662292,0.22550387680530548,253.0,197.01212207155268,565.8099981479781,8512.0,4918.271484375,485048,primary,logs/train/primary/R2/wo_ipw/garden/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/stump,wo_ipw,mipnerf360,stump,R2,25.74148941040039,0.6935215592384338,0.3770217001438141,158.0,122.5747872562275,779.5722997184338,6330.0,3367.4150390625,166003,primary,logs/train/primary/R2/wo_ipw/stump/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/treehill,wo_ipw,mipnerf360,treehill,R2,22.64299774169922,0.5693498253822327,0.48507240414619446,171.0,130.86936672616216,748.2176165857882,6766.0,3713.29150390625,168776,primary,logs/train/primary/R2/wo_ipw/treehill/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/room,wo_ipw,mipnerf360,room,R2,31.60391616821289,0.911011815071106,0.23593762516975403,181.0,142.83761687013774,734.9659878551606,10514.0,7116.6904296875,147345,primary,logs/train/primary/R2/wo_ipw/room/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/counter,wo_ipw,mipnerf360,counter,R2,28.803157806396484,0.8981300592422485,0.2188674807548523,197.0,164.56945844851236,620.2224676278707,9832.0,5786.3203125,171648,primary,logs/train/primary/R2/wo_ipw/counter/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/kitchen,wo_ipw,mipnerf360,kitchen,R2,31.49959945678711,0.9218037128448486,0.13856303691864014,258.0,219.65042235696228,491.8270757477937,12162.0,6921.74755859375,312452,primary,logs/train/primary/R2/wo_ipw/kitchen/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/bonsai,wo_ipw,mipnerf360,bonsai,R2,31.586429595947266,0.9326392412185669,0.20758962631225586,198.0,161.38573161442716,656.5265471251305,10328.0,6859.08251953125,228195,primary,logs/train/primary/R2/wo_ipw/bonsai/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/truck,wo_ipw,tnt,truck,R2,25.356515884399414,0.8581722378730774,0.1996903419494629,108.0,98.69743392495994,758.0347851420529,4942.0,2159.91748046875,194467,primary,logs/train/primary/R2/wo_ipw/truck/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/train,wo_ipw,tnt,train,R2,22.201976776123047,0.774986982345581,0.2773568630218506,114.0,104.62029960186611,702.6993116163299,6206.0,2505.74853515625,166916,primary,logs/train/primary/R2/wo_ipw/train/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/drjohnson,wo_ipw,db,drjohnson,R2,29.260576248168945,0.8917738199234009,0.29297468066215515,119.0,108.45445107815301,789.7959563771072,7274.0,4569.97802734375,182229,primary,logs/train/primary/R2/wo_ipw/drjohnson/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/wo_ipw/playroom,wo_ipw,db,playroom,R2,30.310941696166992,0.8980318307876587,0.2866499125957489,106.0,95.83769333660895,845.349351824876,6488.0,3306.416015625,120719,primary,logs/train/primary/R2/wo_ipw/playroom/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/bicycle,budget_matched_fullrgb,mipnerf360,bicycle,R2,24.130962371826172,0.6351968050003052,0.3962327241897583,185.0,133.8200763401905,719.8302529196058,7670.0,4885.1513671875,232989,primary,logs/train/primary/R2/budget_matched_fullrgb/bicycle/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/flowers,budget_matched_fullrgb,mipnerf360,flowers,R2,20.39147186279297,0.4805278778076172,0.48649266362190247,176.0,128.08067953960747,762.1995961133842,7506.0,4367.697265625,194119,primary,logs/train/primary/R2/budget_matched_fullrgb/flowers/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/garden,budget_matched_fullrgb,mipnerf360,garden,R2,26.720212936401367,0.8004096150398254,0.2301306277513504,247.0,191.8353116435337,572.0276825208248,8674.0,4893.328125,475248,primary,logs/train/primary/R2/budget_matched_fullrgb/garden/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/stump,budget_matched_fullrgb,mipnerf360,stump,R2,25.631793975830078,0.6895946264266968,0.38016700744628906,153.0,116.87315614635793,784.9930096891136,5916.0,3347.28759765625,161444,primary,logs/train/primary/R2/budget_matched_fullrgb/stump/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/treehill,budget_matched_fullrgb,mipnerf360,treehill,R2,22.657794952392578,0.5675826668739319,0.4885943830013275,166.0,125.84074181711149,757.1691779984423,6402.0,3694.541015625,161220,primary,logs/train/primary/R2/budget_matched_fullrgb/treehill/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/room,budget_matched_fullrgb,mipnerf360,room,R2,31.396093368530273,0.9091528058052063,0.23974189162254333,175.0,136.7394426862809,731.254672437959,10070.0,7095.20361328125,143954,primary,logs/train/primary/R2/budget_matched_fullrgb/room/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/counter,budget_matched_fullrgb,mipnerf360,counter,R2,28.79340171813965,0.8968430757522583,0.22100591659545898,191.0,158.73331427724014,635.3786818120074,9546.0,5776.04052734375,168396,primary,logs/train/primary/R2/budget_matched_fullrgb/counter/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/kitchen,budget_matched_fullrgb,mipnerf360,kitchen,R2,31.398143768310547,0.9205939173698425,0.1414937525987625,248.0,210.56530597836894,519.9591273293406,11982.0,6892.046875,302441,primary,logs/train/primary/R2/budget_matched_fullrgb/kitchen/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/bonsai,budget_matched_fullrgb,mipnerf360,bonsai,R2,31.711200714111328,0.9333638548851013,0.20878168940544128,193.0,155.62440390086712,672.780779425447,10096.0,6857.6484375,225837,primary,logs/train/primary/R2/budget_matched_fullrgb/bonsai/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/truck,budget_matched_fullrgb,tnt,truck,R2,25.314659118652344,0.8571888208389282,0.20270973443984985,106.0,95.86168264391863,764.0394366847148,4478.0,2155.2275390625,190713,primary,logs/train/primary/R2/budget_matched_fullrgb/truck/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/train,budget_matched_fullrgb,tnt,train,R2,22.060569763183594,0.773318350315094,0.2819462716579437,111.0,101.1545595170954,710.5122683152173,5208.0,2482.2705078125,158999,primary,logs/train/primary/R2/budget_matched_fullrgb/train/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/drjohnson,budget_matched_fullrgb,db,drjohnson,R2,29.131229400634766,0.8897801637649536,0.2966761589050293,116.0,104.33902562165548,792.7553530161093,7092.0,4530.3544921875,175244,primary,logs/train/primary/R2/budget_matched_fullrgb/drjohnson/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R2/budget_matched_fullrgb/playroom,budget_matched_fullrgb,db,playroom,R2,29.986692428588867,0.8948519229888916,0.288350373506546,102.0,91.49737345075938,857.9294112654967,5974.0,3283.369140625,116277,primary,logs/train/primary/R2/budget_matched_fullrgb/playroom/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/bicycle,fastgs_base,mipnerf360,bicycle,R3,24.839984893798828,0.7149527668952942,0.309543251991272,269.0,216.7278367681487,542.3700086334288,8126.0,5156.49267578125,539521,primary,logs/train/primary/R3/fastgs_base/bicycle/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/flowers,fastgs_base,mipnerf360,flowers,R3,21.198774337768555,0.5599334239959717,0.4064369201660156,269.0,218.96742123712235,570.5078489780026,7810.0,4666.61328125,486776,primary,logs/train/primary/R3/fastgs_base/flowers/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/garden,fastgs_base,mipnerf360,garden,R3,27.139692306518555,0.8353591561317444,0.17405331134796143,340.0,283.732955790951,456.7112744749786,9238.0,5091.78076171875,742114,primary,logs/train/primary/R3/fastgs_base/garden/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/stump,fastgs_base,mipnerf360,stump,R3,26.668079376220703,0.7558202743530273,0.29657837748527527,228.0,191.29549245000322,579.1463333470492,6409.0,3504.7548828125,387444,primary,logs/train/primary/R3/fastgs_base/stump/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/treehill,fastgs_base,mipnerf360,treehill,R3,22.909114837646484,0.6124265193939209,0.4267631769180298,241.0,199.6674139031491,581.4858801361017,6749.0,3864.01025390625,393555,primary,logs/train/primary/R3/fastgs_base/treehill/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/room,fastgs_base,mipnerf360,room,R3,31.981029510498047,0.9200716018676758,0.21695682406425476,223.0,184.23240400523542,652.4171525448245,10557.0,6947.56103515625,207745,primary,logs/train/primary/R3/fastgs_base/room/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/counter,fastgs_base,mipnerf360,counter,R3,29.16512680053711,0.906960129737854,0.20356188714504242,247.0,213.5395574773773,578.6196666372039,9861.0,5558.89599609375,208348,primary,logs/train/primary/R3/fastgs_base/counter/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/kitchen,fastgs_base,mipnerf360,kitchen,R3,31.757062911987305,0.9285037517547607,0.12687987089157104,320.0,283.02468229333164,477.1011843220433,11893.0,6697.94384765625,376543,primary,logs/train/primary/R3/fastgs_base/kitchen/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/bonsai,fastgs_base,mipnerf360,bonsai,R3,32.257015228271484,0.9420056939125061,0.19077134132385254,247.0,209.1436330905302,614.475771505608,10253.0,6703.8876953125,276212,primary,logs/train/primary/R3/fastgs_base/bonsai/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/truck,fastgs_base,tnt,truck,R3,25.652019500732422,0.8725431561470032,0.17826762795448303,139.0,128.18199096459762,701.0554515730149,5561.0,2159.5126953125,253401,primary,logs/train/primary/R3/fastgs_base/truck/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/train,fastgs_base,tnt,train,R3,22.715246200561523,0.8071846961975098,0.24061687290668488,143.0,132.4530824551556,613.648583272621,5597.0,2492.95263671875,230345,primary,logs/train/primary/R3/fastgs_base/train/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/drjohnson,fastgs_base,db,drjohnson,R3,29.60490608215332,0.8982833027839661,0.2748255133628845,157.0,145.10826631421526,715.0330468086345,7569.0,4471.22216796875,251839,primary,logs/train/primary/R3/fastgs_base/drjohnson/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/fastgs_base/playroom,fastgs_base,db,playroom,R3,30.415401458740234,0.9043221473693848,0.26608824729919434,138.0,126.79353503938017,784.7119654897132,6669.0,3267.69140625,185276,primary,logs/train/primary/R3/fastgs_base/playroom/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/bicycle,skipgs_base,mipnerf360,bicycle,R3,24.777788162231445,0.712475061416626,0.3126157224178314,247.0,188.46969186427947,548.7905773086619,8041.0,5479.31396484375,534544,primary,logs/train/primary/R3/skipgs_base/bicycle/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/flowers,skipgs_base,mipnerf360,flowers,R3,21.167482376098633,0.557884931564331,0.4085480570793152,237.0,186.99122341027604,572.077934445171,8121.0,4974.2294921875,483916,primary,logs/train/primary/R3/skipgs_base/flowers/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/garden,skipgs_base,mipnerf360,garden,R3,27.14373016357422,0.8341603875160217,0.17639772593975067,300.0,243.61275317915258,480.17169225039265,9101.0,5387.951171875,739534,primary,logs/train/primary/R3/skipgs_base/garden/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/stump,skipgs_base,mipnerf360,stump,R3,26.61171531677246,0.7548412680625916,0.2988414466381073,203.0,166.89261515381946,606.8667918317078,6435.0,3831.62841796875,385392,primary,logs/train/primary/R3/skipgs_base/stump/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/treehill,skipgs_base,mipnerf360,treehill,R3,22.866172790527344,0.6103975772857666,0.42970991134643555,213.0,171.56674440418925,612.6565347933913,6901.0,4168.794921875,389743,primary,logs/train/primary/R3/skipgs_base/treehill/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/room,skipgs_base,mipnerf360,room,R3,31.727754592895508,0.9189645051956177,0.21858535706996918,202.0,163.71341933275187,676.8256110262105,10689.0,7251.71923828125,206207,primary,logs/train/primary/R3/skipgs_base/room/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/counter,skipgs_base,mipnerf360,counter,R3,29.061016082763672,0.9059579372406006,0.2051970213651657,217.0,185.35377450221594,575.3851694800342,10119.0,5893.6884765625,207448,primary,logs/train/primary/R3/skipgs_base/counter/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/kitchen,skipgs_base,mipnerf360,kitchen,R3,31.713584899902344,0.9279891848564148,0.12792372703552246,288.0,249.57592055370677,477.96843411242975,11665.0,7093.00537109375,378213,primary,logs/train/primary/R3/skipgs_base/kitchen/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/bonsai,skipgs_base,mipnerf360,bonsai,R3,32.10895919799805,0.9413650035858154,0.19186736643314362,222.0,184.64284821186004,625.1424714612358,10067.0,6996.78125,277186,primary,logs/train/primary/R3/skipgs_base/bonsai/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/truck,skipgs_base,tnt,truck,R3,25.613967895507812,0.8711042404174805,0.1807950884103775,122.0,111.71223809298358,702.8106254226082,5289.0,2303.4326171875,252902,primary,logs/train/primary/R3/skipgs_base/truck/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/train,skipgs_base,tnt,train,R3,22.423669815063477,0.8025415539741516,0.24514226615428925,133.0,121.76437812601203,620.0638446892408,5985.0,2680.69775390625,230249,primary,logs/train/primary/R3/skipgs_base/train/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/drjohnson,skipgs_base,db,drjohnson,R3,29.525381088256836,0.8975547552108765,0.2777949869632721,137.0,125.29021077066146,703.9595162170579,7656.0,4797.8134765625,248382,primary,logs/train/primary/R3/skipgs_base/drjohnson/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/skipgs_base/playroom,skipgs_base,db,playroom,R3,30.654911041259766,0.9032993316650391,0.2668706476688385,122.0,112.19410425465668,776.1470347690575,6591.0,3466.48046875,185665,primary,logs/train/primary/R3/skipgs_base/playroom/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/full/bicycle,full,mipnerf360,bicycle,R3,24.76919174194336,0.7124070525169373,0.3121313452720642,231.0,179.10162952361537,576.1878012114573,8103.0,5495.4052734375,536565,primary,logs/train/primary/R3/full/bicycle/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/full/flowers,full,mipnerf360,flowers,R3,21.194358825683594,0.5583004355430603,0.40665319561958313,229.0,179.85292119876948,563.9535535633681,8119.0,5009.298828125,495079,primary,logs/train/primary/R3/full/flowers/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/full/garden,full,mipnerf360,garden,R3,27.151939392089844,0.8339548110961914,0.17605996131896973,292.0,236.43687532069393,471.27919669263036,8987.0,5425.48095703125,761079,primary,logs/train/primary/R3/full/garden/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/full/stump,full,mipnerf360,stump,R3,26.652446746826172,0.7558117508888245,0.2981785535812378,194.0,158.20619936556352,603.4080734004084,6363.0,3852.7021484375,391892,primary,logs/train/primary/R3/full/stump/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/full/treehill,full,mipnerf360,treehill,R3,22.875099182128906,0.6109209656715393,0.43002793192863464,204.0,163.62126889093113,600.8245976966612,7073.0,4178.1923828125,392893,primary,logs/train/primary/R3/full/treehill/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/full/room,full,mipnerf360,room,R3,31.721363067626953,0.9176684617996216,0.22003307938575745,193.0,154.65716658258324,670.1998866700819,10327.0,7265.54443359375,210058,primary,logs/train/primary/R3/full/room/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/full/counter,full,mipnerf360,counter,R3,28.958152770996094,0.904458224773407,0.20744094252586365,208.0,176.08420303162163,576.9706517008643,10221.0,5895.0869140625,208449,primary,logs/train/primary/R3/full/counter/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/full/kitchen,full,mipnerf360,kitchen,R3,31.620214462280273,0.9272839426994324,0.12899984419345856,272.0,234.79908069801488,459.4574816478208,11172.0,7100.4638671875,379645,primary,logs/train/primary/R3/full/kitchen/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/full/bonsai,full,mipnerf360,bonsai,R3,32.00680923461914,0.9402663707733154,0.19312329590320587,212.0,175.28739786030783,613.4117025643482,9805.0,7004.03515625,277314,primary,logs/train/primary/R3/full/bonsai/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/full/truck,full,tnt,truck,R3,25.54936408996582,0.870358407497406,0.18288584053516388,121.0,109.92444797948255,708.622104163391,5443.0,2312.349609375,254874,primary,logs/train/primary/R3/full/truck/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
