method,phase,iterations,backward_ratio,optimizer_step_ratio,selector_cpu_us,gate_cpu_us,mean_render_ms,sum_render_ms,mean_loss_forward_ms,sum_loss_forward_ms,mean_image_loss_backward_ms,sum_image_loss_backward_ms,mean_rasterizer_backward_ms,sum_rasterizer_backward_ms,mean_density_control_ms,sum_density_control_ms,mean_optimizer_ms,sum_optimizer_ms,mean_iteration_gpu_ms,sum_iteration_gpu_ms
skipgs,warmup,11992,1.0,1.0,2.3156245830553703,693.9975528685791,1.0700140332379406,12831.608286589384,0.7654397480135127,9179.153458178043,0.757966852535042,9089.538495600224,2.292115711848723,27487.051616489887,0.2609597676656668,3129.4295338466763,0.27682243630705056,3319.6546561941504,5.611193614553976,67289.43382573128
skipgs,active_densification,47984,1.0,1.0,2.394881210403468,705.2040089821608,1.3585034927055761,65186.431593984365,0.7750399010867706,37189.5146137476,0.7661915111860739,36764.93347275257,3.3777548540650644,162078.18891745806,0.3300301386965746,15836.166175216436,0.5524450011138201,26508.520933445543,7.3524451589645965,352799.7285077572
skipgs,post_densification_stabilization,3052,0.7490170380078637,0.02621231979030144,2.340528505897772,715.6577729357798,1.5310281314356142,4672.697857141495,0.7744707433924294,2363.6847088336945,0.5791314073385448,1767.509055197239,2.85740488630916,8720.799713015556,0.005322862386143233,16.245376002509147,0.07865467908214546,240.05408055870794,6.02206794946878,18379.351381778717
skipgs,late_refinement,56912,0.5942156311498453,0.019960640989597975,2.2482440785774527,708.7977267184425,1.3592065736821086,77355.16452139616,0.7739216439736997,44045.4286018312,0.45755571544972623,26040.410877674818,1.9904484909393327,113280.4045163393,0.017545747344512874,998.5635728709167,0.05088629802029853,2896.04099293123,4.910033504405583,279439.82680273056
factorgrad_full,warmup,11992,1.0,1.0,2.7154613909272847,691.3057664276184,1.0747774758533368,12888.731490433216,0.7718711892159046,9256.279301077127,0.7602208273968671,9116.56816214323,2.2887837323617983,27447.094518482685,0.2609864276951257,3129.7492409199476,0.2762817798028287,3313.1711033955216,5.623469503642401,67436.64628767967
factorgrad_full,active_densification,47984,1.0,1.0,8.637972094864955,698.3847408302768,1.3591511585265548,65217.5091907382,0.7807784491628855,37464.8731046319,0.5109823540458036,24518.977276533842,3.3754379517868007,161967.01467853785,0.32789354614333366,15733.643918141723,0.5584017645499181,26794.350270163268,7.111947520990975,341259.6898472309
factorgrad_full,post_densification_stabilization,3052,0.7441022280471822,0.02621231979030144,2.6702545871559633,713.2029534731324,1.5240007449493183,4651.2502735853195,0.77996150003856,2380.4424981176853,0.5794156123426295,1768.3764488697052,2.866277158807177,8747.877888679504,0.005208922664285179,15.897631971398368,0.07895614123759183,240.97414305713028,6.030281516546347,18404.41918849945
factorgrad_full,late_refinement,56912,0.5870818105144785,0.019960640989597975,10.501790184846781,666.2661749191734,1.3541920591016934,77069.77846759558,0.7395151122987672,42087.28407114744,0.2417371904093637,13757.746980577707,1.9540536708298244,111209.10251426697,0.017559983253330483,999.3737669135444,0.051086938983834596,2907.4598714479944,4.625679139162018,263256.6511679888
