group,id,method,repetition,dataset,scene,psnr,ssim,lpips,wall_time_s
primary,primary/R2/budget_matched_fullrgb/room,budget_matched_fullrgb,R2,mipnerf360,room,31.396093368530273,0.9091528058052063,0.23974189162254333,175.0
primary,primary/R2/budget_matched_fullrgb/counter,budget_matched_fullrgb,R2,mipnerf360,counter,28.79340171813965,0.8968430757522583,0.22100591659545898,191.0
primary,primary/R2/budget_matched_fullrgb/kitchen,budget_matched_fullrgb,R2,mipnerf360,kitchen,31.398143768310547,0.9205939173698425,0.1414937525987625,248.0
primary,primary/R2/budget_matched_fullrgb/bonsai,budget_matched_fullrgb,R2,mipnerf360,bonsai,31.711200714111328,0.9333638548851013,0.20878168940544128,193.0
primary,primary/R2/budget_matched_fullrgb/truck,budget_matched_fullrgb,R2,tnt,truck,25.314659118652344,0.8571888208389282,0.20270973443984985,106.0
primary,primary/R2/budget_matched_fullrgb/train,budget_matched_fullrgb,R2,tnt,train,22.060569763183594,0.773318350315094,0.2819462716579437,111.0
primary,primary/R2/budget_matched_fullrgb/drjohnson,budget_matched_fullrgb,R2,db,drjohnson,29.131229400634766,0.8897801637649536,0.2966761589050293,116.0
primary,primary/R2/budget_matched_fullrgb/playroom,budget_matched_fullrgb,R2,db,playroom,29.986692428588867,0.8948519229888916,0.288350373506546,102.0
primary,primary/R3/fastgs_base/bicycle,fastgs_base,R3,mipnerf360,bicycle,24.839984893798828,0.7149527668952942,0.309543251991272,269.0
primary,primary/R3/fastgs_base/flowers,fastgs_base,R3,mipnerf360,flowers,21.198774337768555,0.5599334239959717,0.4064369201660156,269.0
primary,primary/R3/fastgs_base/garden,fastgs_base,R3,mipnerf360,garden,27.139692306518555,0.8353591561317444,0.17405331134796143,340.0
primary,primary/R3/fastgs_base/stump,fastgs_base,R3,mipnerf360,stump,26.668079376220703,0.7558202743530273,0.29657837748527527,228.0
primary,primary/R3/fastgs_base/treehill,fastgs_base,R3,mipnerf360,treehill,22.909114837646484,0.6124265193939209,0.4267631769180298,241.0
primary,primary/R3/fastgs_base/room,fastgs_base,R3,mipnerf360,room,31.981029510498047,0.9200716018676758,0.21695682406425476,223.0
primary,primary/R3/fastgs_base/counter,fastgs_base,R3,mipnerf360,counter,29.16512680053711,0.906960129737854,0.20356188714504242,247.0
primary,primary/R3/fastgs_base/kitchen,fastgs_base,R3,mipnerf360,kitchen,31.757062911987305,0.9285037517547607,0.12687987089157104,320.0
primary,primary/R3/fastgs_base/bonsai,fastgs_base,R3,mipnerf360,bonsai,32.257015228271484,0.9420056939125061,0.19077134132385254,247.0
primary,primary/R3/fastgs_base/truck,fastgs_base,R3,tnt,truck,25.652019500732422,0.8725431561470032,0.17826762795448303,139.0
primary,primary/R3/fastgs_base/train,fastgs_base,R3,tnt,train,22.715246200561523,0.8071846961975098,0.24061687290668488,143.0
primary,primary/R3/fastgs_base/drjohnson,fastgs_base,R3,db,drjohnson,29.60490608215332,0.8982833027839661,0.2748255133628845,157.0
primary,primary/R3/fastgs_base/playroom,fastgs_base,R3,db,playroom,30.415401458740234,0.9043221473693848,0.26608824729919434,138.0
primary,primary/R3/skipgs_base/bicycle,skipgs_base,R3,mipnerf360,bicycle,24.777788162231445,0.712475061416626,0.3126157224178314,247.0
primary,primary/R3/skipgs_base/flowers,skipgs_base,R3,mipnerf360,flowers,21.167482376098633,0.557884931564331,0.4085480570793152,237.0
primary,primary/R3/skipgs_base/garden,skipgs_base,R3,mipnerf360,garden,27.14373016357422,0.8341603875160217,0.17639772593975067,300.0
primary,primary/R3/skipgs_base/stump,skipgs_base,R3,mipnerf360,stump,26.61171531677246,0.7548412680625916,0.2988414466381073,203.0
primary,primary/R3/skipgs_base/treehill,skipgs_base,R3,mipnerf360,treehill,22.866172790527344,0.6103975772857666,0.42970991134643555,213.0
primary,primary/R3/skipgs_base/room,skipgs_base,R3,mipnerf360,room,31.727754592895508,0.9189645051956177,0.21858535706996918,202.0
primary,primary/R3/skipgs_base/counter,skipgs_base,R3,mipnerf360,counter,29.061016082763672,0.9059579372406006,0.2051970213651657,217.0
primary,primary/R3/skipgs_base/kitchen,skipgs_base,R3,mipnerf360,kitchen,31.713584899902344,0.9279891848564148,0.12792372703552246,288.0
primary,primary/R3/skipgs_base/bonsai,skipgs_base,R3,mipnerf360,bonsai,32.10895919799805,0.9413650035858154,0.19186736643314362,222.0
primary,primary/R3/skipgs_base/truck,skipgs_base,R3,tnt,truck,25.613967895507812,0.8711042404174805,0.1807950884103775,122.0
primary,primary/R3/skipgs_base/train,skipgs_base,R3,tnt,train,22.423669815063477,0.8025415539741516,0.24514226615428925,133.0
primary,primary/R3/skipgs_base/drjohnson,skipgs_base,R3,db,drjohnson,29.525381088256836,0.8975547552108765,0.2777949869632721,137.0
primary,primary/R3/skipgs_base/playroom,skipgs_base,R3,db,playroom,30.654911041259766,0.9032993316650391,0.2668706476688385,122.0
primary,primary/R3/full/bicycle,full,R3,mipnerf360,bicycle,24.76919174194336,0.7124070525169373,0.3121313452720642,231.0
primary,primary/R3/full/flowers,full,R3,mipnerf360,flowers,21.194358825683594,0.5583004355430603,0.40665319561958313,229.0
primary,primary/R3/full/garden,full,R3,mipnerf360,garden,27.151939392089844,0.8339548110961914,0.17605996131896973,292.0
primary,primary/R3/full/stump,full,R3,mipnerf360,stump,26.652446746826172,0.7558117508888245,0.2981785535812378,194.0
primary,primary/R3/full/treehill,full,R3,mipnerf360,treehill,22.875099182128906,0.6109209656715393,0.43002793192863464,204.0
primary,primary/R3/full/room,full,R3,mipnerf360,room,31.721363067626953,0.9176684617996216,0.22003307938575745,193.0
primary,primary/R3/full/counter,full,R3,mipnerf360,counter,28.958152770996094,0.904458224773407,0.20744094252586365,208.0
primary,primary/R3/full/kitchen,full,R3,mipnerf360,kitchen,31.620214462280273,0.9272839426994324,0.12899984419345856,272.0
primary,primary/R3/full/bonsai,full,R3,mipnerf360,bonsai,32.00680923461914,0.9402663707733154,0.19312329590320587,212.0
primary,primary/R3/full/truck,full,R3,tnt,truck,25.54936408996582,0.870358407497406,0.18288584053516388,121.0
primary,primary/R3/full/train,full,R3,tnt,train,22.256183624267578,0.7998561263084412,0.24823050200939178,127.0
primary,primary/R3/full/drjohnson,full,R3,db,drjohnson,29.518709182739258,0.8970960974693298,0.27933791279792786,130.0
primary,primary/R3/full/playroom,full,R3,db,playroom,30.42840003967285,0.9026933312416077,0.26649177074432373,120.0
primary,primary/R3/wo_channel/bicycle,wo_channel,R3,mipnerf360,bicycle,24.77495574951172,0.7123150825500488,0.313300222158432,237.0
primary,primary/R3/wo_channel/flowers,wo_channel,R3,mipnerf360,flowers,21.173974990844727,0.5579574108123779,0.4087313711643219,235.0
primary,primary/R3/wo_channel/garden,wo_channel,R3,mipnerf360,garden,26.97985076904297,0.8329833149909973,0.17784781754016876,296.0
primary,primary/R3/wo_channel/stump,wo_channel,R3,mipnerf360,stump,26.680097579956055,0.7549200057983398,0.2982301712036133,199.0
primary,primary/R3/wo_channel/treehill,wo_channel,R3,mipnerf360,treehill,22.867462158203125,0.6099354028701782,0.4312131702899933,211.0
primary,primary/R3/wo_channel/room,wo_channel,R3,mipnerf360,room,31.824857711791992,0.9188725352287292,0.21858173608779907,199.0
primary,primary/R3/wo_channel/counter,wo_channel,R3,mipnerf360,counter,29.062294006347656,0.9058913588523865,0.20524147152900696,215.0
primary,primary/R3/wo_channel/kitchen,wo_channel,R3,mipnerf360,kitchen,31.69365882873535,0.9279661774635315,0.1281379759311676,280.0
primary,primary/R3/wo_channel/bonsai,wo_channel,R3,mipnerf360,bonsai,32.0554084777832,0.9413812160491943,0.1920880526304245,218.0
primary,primary/R3/wo_channel/truck,wo_channel,R3,tnt,truck,25.589969635009766,0.8707830905914307,0.18203234672546387,121.0
primary,primary/R3/wo_channel/train,wo_channel,R3,tnt,train,22.301469802856445,0.8024059534072876,0.24513733386993408,129.0
primary,primary/R3/wo_channel/drjohnson,wo_channel,R3,db,drjohnson,29.418363571166992,0.897034764289856,0.27843743562698364,136.0
primary,primary/R3/wo_channel/playroom,wo_channel,R3,db,playroom,30.428936004638672,0.8993710875511169,0.2685328423976898,122.0
primary,primary/R3/wo_temporal/bicycle,wo_temporal,R3,mipnerf360,bicycle,24.76073455810547,0.7123571634292603,0.3121396601200104,233.0
primary,primary/R3/wo_temporal/flowers,wo_temporal,R3,mipnerf360,flowers,21.21733856201172,0.5598302483558655,0.40611228346824646,231.0
primary,primary/R3/wo_temporal/garden,wo_temporal,R3,mipnerf360,garden,27.126136779785156,0.8339531421661377,0.17585988342761993,294.0
primary,primary/R3/wo_temporal/stump,wo_temporal,R3,mipnerf360,stump,26.68830108642578,0.7564409375190735,0.29738765954971313,196.0
primary,primary/R3/wo_temporal/treehill,wo_temporal,R3,mipnerf360,treehill,22.89371681213379,0.6101590991020203,0.4309502840042114,206.0
primary,primary/R3/wo_temporal/room,wo_temporal,R3,mipnerf360,room,31.68528938293457,0.9177416563034058,0.2195492535829544,195.0
primary,primary/R3/wo_temporal/counter,wo_temporal,R3,mipnerf360,counter,28.969587326049805,0.9050309658050537,0.20688246190547943,209.0
primary,primary/R3/wo_temporal/kitchen,wo_temporal,R3,mipnerf360,kitchen,31.628826141357422,0.9269030094146729,0.12870274484157562,275.0
primary,primary/R3/wo_temporal/bonsai,wo_temporal,R3,mipnerf360,bonsai,32.058624267578125,0.9405310153961182,0.192186176776886,214.0
primary,primary/R3/wo_temporal/truck,wo_temporal,R3,tnt,truck,25.585176467895508,0.870855987071991,0.1816108226776123,120.0
primary,primary/R3/wo_temporal/train,wo_temporal,R3,tnt,train,22.356735229492188,0.8009289503097534,0.24699266254901886,127.0
primary,primary/R3/wo_temporal/drjohnson,wo_temporal,R3,db,drjohnson,29.419933319091797,0.8966661095619202,0.2791924774646759,133.0
primary,primary/R3/wo_temporal/playroom,wo_temporal,R3,db,playroom,29.9649658203125,0.8998029232025146,0.26916152238845825,120.0
primary,primary/R3/wo_densification_aware/bicycle,wo_densification_aware,R3,mipnerf360,bicycle,24.720928192138672,0.7092207074165344,0.316328227519989,228.0
primary,primary/R3/wo_densification_aware/flowers,wo_densification_aware,R3,mipnerf360,flowers,21.18038558959961,0.5581496357917786,0.4076539874076843,229.0
primary,primary/R3/wo_densification_aware/garden,wo_densification_aware,R3,mipnerf360,garden,27.101511001586914,0.8329353332519531,0.17713284492492676,295.0
primary,primary/R3/wo_densification_aware/stump,wo_densification_aware,R3,mipnerf360,stump,26.690345764160156,0.7562252283096313,0.29771190881729126,193.0
primary,primary/R3/wo_densification_aware/treehill,wo_densification_aware,R3,mipnerf360,treehill,22.83128547668457,0.6091262102127075,0.43287956714630127,204.0
primary,primary/R3/wo_densification_aware/room,wo_densification_aware,R3,mipnerf360,room,31.70527458190918,0.9167113900184631,0.2214510291814804,192.0
primary,primary/R3/wo_densification_aware/counter,wo_densification_aware,R3,mipnerf360,counter,28.950328826904297,0.9039966464042664,0.2086009979248047,206.0
primary,primary/R3/wo_densification_aware/kitchen,wo_densification_aware,R3,mipnerf360,kitchen,31.605674743652344,0.9266238808631897,0.12940475344657898,276.0
primary,primary/R3/wo_densification_aware/bonsai,wo_densification_aware,R3,mipnerf360,bonsai,31.952152252197266,0.9393831491470337,0.194367453455925,211.0
primary,primary/R3/wo_densification_aware/truck,wo_densification_aware,R3,tnt,truck,25.54874038696289,0.8695402145385742,0.18347769975662231,121.0
primary,primary/R3/wo_densification_aware/train,wo_densification_aware,R3,tnt,train,22.280868530273438,0.7995112538337708,0.25141021609306335,125.0
primary,primary/R3/wo_densification_aware/drjohnson,wo_densification_aware,R3,db,drjohnson,29.37214469909668,0.8961755037307739,0.2813238501548767,130.0
primary,primary/R3/wo_densification_aware/playroom,wo_densification_aware,R3,db,playroom,30.399686813354492,0.9035706520080566,0.26807183027267456,119.0
primary,primary/R3/wo_ipw/bicycle,wo_ipw,R3,mipnerf360,bicycle,24.22557830810547,0.641399621963501,0.3900713324546814,191.0
primary,primary/R3/wo_ipw/flowers,wo_ipw,R3,mipnerf360,flowers,20.447847366333008,0.4845156967639923,0.48206567764282227,182.0
primary,primary/R3/wo_ipw/garden,wo_ipw,R3,mipnerf360,garden,26.792734146118164,0.8038782477378845,0.22527623176574707,257.0
primary,primary/R3/wo_ipw/stump,wo_ipw,R3,mipnerf360,stump,25.777313232421875,0.6944044232368469,0.3753899335861206,159.0
primary,primary/R3/wo_ipw/treehill,wo_ipw,R3,mipnerf360,treehill,22.70539093017578,0.5682284832000732,0.48551511764526367,173.0
primary,primary/R3/wo_ipw/room,wo_ipw,R3,mipnerf360,room,31.579736709594727,0.9107604622840881,0.23674622178077698,182.0
primary,primary/R3/wo_ipw/counter,wo_ipw,R3,mipnerf360,counter,28.833030700683594,0.8978424072265625,0.21888062357902527,199.0
primary,primary/R3/wo_ipw/kitchen,wo_ipw,R3,mipnerf360,kitchen,31.512168884277344,0.9220042824745178,0.13876216113567352,260.0
primary,primary/R3/wo_ipw/bonsai,wo_ipw,R3,mipnerf360,bonsai,31.74297332763672,0.9345871210098267,0.2073782980442047,200.0
primary,primary/R3/wo_ipw/truck,wo_ipw,R3,tnt,truck,25.346464157104492,0.8587106466293335,0.19922024011611938,109.0
primary,primary/R3/wo_ipw/train,wo_ipw,R3,tnt,train,22.033472061157227,0.7748986482620239,0.27861395478248596,115.0
primary,primary/R3/wo_ipw/drjohnson,wo_ipw,R3,db,drjohnson,29.177942276000977,0.8910803198814392,0.29343724250793457,122.0
primary,primary/R3/wo_ipw/playroom,wo_ipw,R3,db,playroom,30.055383682250977,0.8937197327613831,0.2862219214439392,106.0
primary,primary/R3/budget_matched_fullrgb/bicycle,budget_matched_fullrgb,R3,mipnerf360,bicycle,24.128995895385742,0.6361667513847351,0.3951493501663208,186.0
primary,primary/R3/budget_matched_fullrgb/flowers,budget_matched_fullrgb,R3,mipnerf360,flowers,20.380144119262695,0.48118171095848083,0.4854303300380707,178.0
primary,primary/R3/budget_matched_fullrgb/garden,budget_matched_fullrgb,R3,mipnerf360,garden,26.68878746032715,0.8013355135917664,0.22992044687271118,251.0
primary,primary/R3/budget_matched_fullrgb/stump,budget_matched_fullrgb,R3,mipnerf360,stump,25.70026397705078,0.6904253363609314,0.38025134801864624,154.0
primary,primary/R3/budget_matched_fullrgb/treehill,budget_matched_fullrgb,R3,mipnerf360,treehill,22.636037826538086,0.5677422285079956,0.4882112145423889,168.0
primary,primary/R3/budget_matched_fullrgb/room,budget_matched_fullrgb,R3,mipnerf360,room,31.494384765625,0.90922611951828,0.23938430845737457,176.0
primary,primary/R3/budget_matched_fullrgb/counter,budget_matched_fullrgb,R3,mipnerf360,counter,28.78615379333496,0.8966559767723083,0.22129689157009125,193.0
primary,primary/R3/budget_matched_fullrgb/kitchen,budget_matched_fullrgb,R3,mipnerf360,kitchen,31.32645034790039,0.9203858375549316,0.1417330503463745,252.0
primary,primary/R3/budget_matched_fullrgb/bonsai,budget_matched_fullrgb,R3,mipnerf360,bonsai,31.66110610961914,0.9328416585922241,0.2090938836336136,195.0
primary,primary/R3/budget_matched_fullrgb/truck,budget_matched_fullrgb,R3,tnt,truck,25.33259391784668,0.8569307923316956,0.2030239999294281,107.0
primary,primary/R3/budget_matched_fullrgb/train,budget_matched_fullrgb,R3,tnt,train,22.147640228271484,0.7727322578430176,0.28128737211227417,111.0
primary,primary/R3/budget_matched_fullrgb/drjohnson,budget_matched_fullrgb,R3,db,drjohnson,29.214603424072266,0.890067994594574,0.29644253849983215,117.0
primary,primary/R3/budget_matched_fullrgb/playroom,budget_matched_fullrgb,R3,db,playroom,30.26744842529297,0.8966005444526672,0.28878623247146606,103.0
sensitivity,sensitivity/single/factorgrad_fastgs/bicycle,factorgrad_fastgs,single,mipnerf360,bicycle,24.812040328979492,0.7134312391281128,0.31118521094322205,255.0
sensitivity,sensitivity/single/factorgrad_fastgs/flowers,factorgrad_fastgs,single,mipnerf360,flowers,21.23541259765625,0.5620777010917664,0.4040164649486542,257.0
sensitivity,sensitivity/single/factorgrad_fastgs/garden,factorgrad_fastgs,single,mipnerf360,garden,27.081087112426758,0.8346701264381409,0.17461960017681122,328.0
sensitivity,sensitivity/single/factorgrad_fastgs/stump,factorgrad_fastgs,single,mipnerf360,stump,26.572757720947266,0.7554331421852112,0.29770025610923767,211.0
sensitivity,sensitivity/single/factorgrad_fastgs/treehill,factorgrad_fastgs,single,mipnerf360,treehill,22.893768310546875,0.611704409122467,0.427916020154953,224.0
sensitivity,sensitivity/single/factorgrad_fastgs/room,factorgrad_fastgs,single,mipnerf360,room,31.805673599243164,0.9183253049850464,0.21878582239151,208.0
sensitivity,sensitivity/single/factorgrad_fastgs/counter,factorgrad_fastgs,single,mipnerf360,counter,29.11831283569336,0.9059969186782837,0.2049146443605423,232.0
sensitivity,sensitivity/single/factorgrad_fastgs/kitchen,factorgrad_fastgs,single,mipnerf360,kitchen,31.782440185546875,0.9282846450805664,0.1274658590555191,306.0
sensitivity,sensitivity/single/factorgrad_fastgs/bonsai,factorgrad_fastgs,single,mipnerf360,bonsai,32.10255432128906,0.940841794013977,0.19112041592597961,231.0
sensitivity,sensitivity/single/factorgrad_fastgs/truck,factorgrad_fastgs,single,tnt,truck,25.702608108520508,0.8718006610870361,0.18000446259975433,135.0
sensitivity,sensitivity/single/factorgrad_fastgs/train,factorgrad_fastgs,single,tnt,train,22.57001304626465,0.8043124675750732,0.24446314573287964,138.0
sensitivity,sensitivity/single/factorgrad_fastgs/drjohnson,factorgrad_fastgs,single,db,drjohnson,29.443525314331055,0.8974667191505432,0.2763060927391052,147.0
sensitivity,sensitivity/single/factorgrad_fastgs/playroom,factorgrad_fastgs,single,db,playroom,29.901371002197266,0.8977293968200684,0.26606956124305725,133.0
sensitivity,sensitivity/single/late/bicycle,late,single,mipnerf360,bicycle,24.75763511657715,0.7113623023033142,0.31337326765060425,237.0
sensitivity,sensitivity/single/late/flowers,late,single,mipnerf360,flowers,21.185152053833008,0.5570977926254272,0.41004666686058044,234.0
sensitivity,sensitivity/single/late/garden,late,single,mipnerf360,garden,27.116308212280273,0.8333951830863953,0.17824389040470123,298.0
sensitivity,sensitivity/single/late/stump,late,single,mipnerf360,stump,26.636497497558594,0.7538318634033203,0.30041879415512085,200.0
sensitivity,sensitivity/single/late/treehill,late,single,mipnerf360,treehill,22.84683609008789,0.610722541809082,0.4308403432369232,212.0
sensitivity,sensitivity/single/late/room,late,single,mipnerf360,room,31.74222755432129,0.9180060029029846,0.21966251730918884,200.0
sensitivity,sensitivity/single/late/counter,late,single,mipnerf360,counter,29.02183723449707,0.9051885604858398,0.20650872588157654,216.0
sensitivity,sensitivity/single/late/kitchen,late,single,mipnerf360,kitchen,31.698339462280273,0.9276430606842041,0.12904006242752075,282.0
sensitivity,sensitivity/single/late/bonsai,late,single,mipnerf360,bonsai,32.006526947021484,0.940688967704773,0.19303937256336212,221.0
sensitivity,sensitivity/single/late/truck,late,single,tnt,truck,25.55365753173828,0.8698977828025818,0.18280914425849915,122.0
sensitivity,sensitivity/single/late/train,late,single,tnt,train,22.361234664916992,0.8032183051109314,0.24617405235767365,131.0
sensitivity,sensitivity/single/late/drjohnson,late,single,db,drjohnson,29.489673614501953,0.8971992135047913,0.2787295877933502,136.0
sensitivity,sensitivity/single/late/playroom,late,single,db,playroom,30.703941345214844,0.9056496620178223,0.266586035490036,122.0
sensitivity,sensitivity/single/q05/bicycle,q05,single,mipnerf360,bicycle,24.733797073364258,0.7106080055236816,0.31467801332473755,232.0
sensitivity,sensitivity/single/q05/flowers,q05,single,mipnerf360,flowers,21.193866729736328,0.5582026243209839,0.4080192744731903,230.0
sensitivity,sensitivity/single/q05/garden,q05,single,mipnerf360,garden,27.11741828918457,0.8333303332328796,0.1768539398908615,294.0
sensitivity,sensitivity/single/q05/stump,q05,single,mipnerf360,stump,26.647842407226562,0.7549285888671875,0.2983431816101074,198.0
sensitivity,sensitivity/single/q05/treehill,q05,single,mipnerf360,treehill,22.856155395507812,0.6095902919769287,0.4323018789291382,206.0
sensitivity,sensitivity/single/q05/room,q05,single,mipnerf360,room,31.70403289794922,0.9168016314506531,0.2204955369234085,194.0
sensitivity,sensitivity/single/q05/counter,q05,single,mipnerf360,counter,28.922178268432617,0.9041334390640259,0.20762227475643158,211.0
sensitivity,sensitivity/single/q05/kitchen,q05,single,mipnerf360,kitchen,31.503236770629883,0.9261053800582886,0.13014620542526245,276.0
sensitivity,sensitivity/single/q05/bonsai,q05,single,mipnerf360,bonsai,32.002689361572266,0.9404848217964172,0.19313208758831024,216.0
sensitivity,sensitivity/single/q05/truck,q05,single,tnt,truck,25.533971786499023,0.8695945739746094,0.18394175171852112,121.0
sensitivity,sensitivity/single/q05/train,q05,single,tnt,train,22.283910751342773,0.7984826564788818,0.2505156993865967,126.0
sensitivity,sensitivity/single/q05/drjohnson,q05,single,db,drjohnson,29.45237922668457,0.8965891003608704,0.2799479067325592,131.0
sensitivity,sensitivity/single/q05/playroom,q05,single,db,playroom,30.44420623779297,0.902705729007721,0.26674458384513855,120.0
sensitivity,sensitivity/single/q08/bicycle,q08,single,mipnerf360,bicycle,24.772188186645508,0.7119504809379578,0.31308355927467346,232.0
sensitivity,sensitivity/single/q08/flowers,q08,single,mipnerf360,flowers,21.18419647216797,0.5584517121315002,0.407375305891037,233.0
sensitivity,sensitivity/single/q08/garden,q08,single,mipnerf360,garden,27.142822265625,0.8341711163520813,0.17615342140197754,294.0
sensitivity,sensitivity/single/q08/stump,q08,single,mipnerf360,stump,26.671085357666016,0.7554098963737488,0.29865357279777527,197.0
sensitivity,sensitivity/single/q08/treehill,q08,single,mipnerf360,treehill,22.712072372436523,0.6086584329605103,0.4322138726711273,207.0
sensitivity,sensitivity/single/q08/room,q08,single,mipnerf360,room,31.778316497802734,0.9177331924438477,0.21973340213298798,195.0
sensitivity,sensitivity/single/q08/counter,q08,single,mipnerf360,counter,28.989864349365234,0.9050283432006836,0.206430122256279,212.0
sensitivity,sensitivity/single/q08/kitchen,q08,single,mipnerf360,kitchen,31.66165542602539,0.9274644255638123,0.1286483108997345,277.0
sensitivity,sensitivity/single/q08/bonsai,q08,single,mipnerf360,bonsai,31.892215728759766,0.9396399259567261,0.19317440688610077,216.0
sensitivity,sensitivity/single/q08/truck,q08,single,tnt,truck,25.557687759399414,0.8699039220809937,0.1832624077796936,121.0
sensitivity,sensitivity/single/q08/train,q08,single,tnt,train,22.332189559936523,0.7996617555618286,0.2486635446548462,129.0
sensitivity,sensitivity/single/q08/drjohnson,q08,single,db,drjohnson,29.371139526367188,0.8959792852401733,0.2785690426826477,133.0
sensitivity,sensitivity/single/q08/playroom,q08,single,db,playroom,30.179319381713867,0.9024277329444885,0.2660631239414215,121.0
sensitivity,sensitivity/single/stabilization0/bicycle,stabilization0,single,mipnerf360,bicycle,24.749958038330078,0.7123939394950867,0.31231603026390076,234.0
sensitivity,sensitivity/single/stabilization0/flowers,stabilization0,single,mipnerf360,flowers,21.180500030517578,0.5587946176528931,0.40680989623069763,231.0
sensitivity,sensitivity/single/stabilization0/garden,stabilization0,single,mipnerf360,garden,27.130186080932617,0.8337705135345459,0.176225483417511,298.0
sensitivity,sensitivity/single/stabilization0/stump,stabilization0,single,mipnerf360,stump,26.633525848388672,0.7553013563156128,0.29875922203063965,197.0
sensitivity,sensitivity/single/stabilization0/treehill,stabilization0,single,mipnerf360,treehill,22.81088638305664,0.6089137196540833,0.43210259079933167,208.0
sensitivity,sensitivity/single/stabilization0/room,stabilization0,single,mipnerf360,room,31.81802749633789,0.9179130792617798,0.21906410157680511,197.0
sensitivity,sensitivity/single/stabilization0/counter,stabilization0,single,mipnerf360,counter,28.98011016845703,0.9046565890312195,0.2070748209953308,213.0
sensitivity,sensitivity/single/stabilization0/kitchen,stabilization0,single,mipnerf360,kitchen,31.617849349975586,0.926820695400238,0.12882596254348755,279.0
sensitivity,sensitivity/single/stabilization0/bonsai,stabilization0,single,mipnerf360,bonsai,31.9727725982666,0.9401344060897827,0.19259794056415558,215.0
sensitivity,sensitivity/single/stabilization0/truck,stabilization0,single,tnt,truck,25.66149139404297,0.8708181381225586,0.18272988498210907,122.0
sensitivity,sensitivity/single/stabilization0/train,stabilization0,single,tnt,train,22.43767547607422,0.8009917140007019,0.24874651432037354,129.0
sensitivity,sensitivity/single/stabilization0/drjohnson,stabilization0,single,db,drjohnson,29.463153839111328,0.8971686959266663,0.27907344698905945,134.0
sensitivity,sensitivity/single/stabilization0/playroom,stabilization0,single,db,playroom,30.401708602905273,0.9020972847938538,0.26585304737091064,121.0
sensitivity,sensitivity/single/stabilization1536/bicycle,stabilization1536,single,mipnerf360,bicycle,24.755041122436523,0.711911678314209,0.31278204917907715,233.0
sensitivity,sensitivity/single/stabilization1536/flowers,stabilization1536,single,mipnerf360,flowers,21.17747688293457,0.5580043196678162,0.40745213627815247,231.0
sensitivity,sensitivity/single/stabilization1536/garden,stabilization1536,single,mipnerf360,garden,27.087249755859375,0.8336439728736877,0.17669762670993805,294.0
sensitivity,sensitivity/single/stabilization1536/stump,stabilization1536,single,mipnerf360,stump,26.69174575805664,0.7564234733581543,0.29743295907974243,197.0
sensitivity,sensitivity/single/stabilization1536/treehill,stabilization1536,single,mipnerf360,treehill,22.845678329467773,0.6100357174873352,0.4310365915298462,206.0
sensitivity,sensitivity/single/stabilization1536/room,stabilization1536,single,mipnerf360,room,31.732158660888672,0.917746901512146,0.22017936408519745,194.0
sensitivity,sensitivity/single/stabilization1536/counter,stabilization1536,single,mipnerf360,counter,28.98094940185547,0.9050242900848389,0.206954225897789,211.0
sensitivity,sensitivity/single/stabilization1536/kitchen,stabilization1536,single,mipnerf360,kitchen,31.635543823242188,0.9267669916152954,0.12942750751972198,277.0
sensitivity,sensitivity/single/stabilization1536/bonsai,stabilization1536,single,mipnerf360,bonsai,31.9490909576416,0.9399797320365906,0.19265207648277283,215.0
sensitivity,sensitivity/single/stabilization1536/truck,stabilization1536,single,tnt,truck,25.567705154418945,0.8701441884040833,0.18290655314922333,120.0
sensitivity,sensitivity/single/stabilization1536/train,stabilization1536,single,tnt,train,22.30647850036621,0.7997909188270569,0.24829967319965363,128.0
sensitivity,sensitivity/single/stabilization1536/drjohnson,stabilization1536,single,db,drjohnson,29.411890029907227,0.8969482779502869,0.27918732166290283,132.0
sensitivity,sensitivity/single/stabilization1536/playroom,stabilization1536,single,db,playroom,30.255699157714844,0.9051468968391418,0.26687127351760864,121.0
baselines,baselines/single/3dgs/bicycle,3dgs,single,mipnerf360,bicycle,25.222827911376953,0.7647764682769775,0.21009187400341034,1883.0
baselines,baselines/single/3dgs/flowers,3dgs,single,mipnerf360,flowers,21.51276969909668,0.6025283932685852,0.33878085017204285,1257.0
baselines,baselines/single/3dgs/garden,3dgs,single,mipnerf360,garden,27.373647689819336,0.8639121651649475,0.10804160684347153,1812.0
baselines,baselines/single/3dgs/stump,3dgs,single,mipnerf360,stump,26.622812271118164,0.7708451747894287,0.21501243114471436,1512.0
baselines,baselines/single/3dgs/treehill,3dgs,single,mipnerf360,treehill,22.64051055908203,0.6346980929374695,0.3249531388282776,1394.0
baselines,baselines/single/3dgs/room,3dgs,single,mipnerf360,room,31.605966567993164,0.9187683463096619,0.21954792737960815,1511.0
baselines,baselines/single/3dgs/counter,3dgs,single,mipnerf360,counter,29.03829574584961,0.9065319895744324,0.2012273520231247,1442.0
baselines,baselines/single/3dgs/kitchen,3dgs,single,mipnerf360,kitchen,31.349567413330078,0.9255997538566589,0.12638971209526062,1777.0
baselines,baselines/single/3dgs/bonsai,3dgs,single,mipnerf360,bonsai,32.23247146606445,0.9400613307952881,0.2054184377193451,1178.0
baselines,baselines/single/3dgs/truck,3dgs,single,tnt,truck,25.45685386657715,0.8808146715164185,0.14349640905857086,1020.0
