group,method,dataset,executions,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,wall_time_sum_s_mean,wall_time_sum_s_std
sensitivity,stabilization0,tnt,1,24.049583435058594,,0.8359049260616302,,0.2157381996512413,,251.0,
sensitivity,stabilization1536,all13,1,27.26128519498385,,0.8178128737669724,,0.25783687371474046,,2559.0,
sensitivity,stabilization1536,db,1,29.833794593811035,,0.9010475873947144,,0.27302929759025574,,253.0,
sensitivity,stabilization1536,mipnerf360,1,27.428326076931423,,0.7955041196611192,,0.2638460596402486,,2058.0,
sensitivity,stabilization1536,tnt,1,23.937091827392578,,0.8349675536155701,,0.21560311317443848,,248.0,
shorter_transfer,raw_shortergs,all13,1,26.998504192307692,,0.8281432769230769,,0.22030874615384616,,,
shorter_transfer,raw_shortergs,db,1,29.4211864,,0.8967301999999999,,0.24854684999999999,,,
shorter_transfer,raw_shortergs,mipnerf360,1,27.251370533333333,,0.8094877666666667,,0.22474622222222224,,,
shorter_transfer,raw_shortergs,tnt,1,23.43792345,,0.8435061500000001,,0.172102,,,
shorter_transfer,shortergs_factorgrad,all13,1,26.949214646153845,,0.8260550692307692,,0.22404440769230768,,,
shorter_transfer,shortergs_factorgrad,db,1,29.4487562,,0.89819,,0.25043295,,,
shorter_transfer,shortergs_factorgrad,mipnerf360,1,27.16067907777778,,0.8063768111111111,,0.2287772,,,
shorter_transfer,shortergs_factorgrad,tnt,1,23.49808315,,0.8424723000000001,,0.1763583,,,
transfer,dash_factorgrad_full,all13,1,27.337338814368614,,0.8322038237865155,,0.22158911594977745,,4658.0,
transfer,dash_factorgrad_full,db,1,29.71286392211914,,0.9005518555641174,,0.252526193857193,,523.0,
transfer,dash_factorgrad_full,mipnerf360,1,27.58367411295573,,0.814317544301351,,0.22262921432654062,,3546.0,
transfer,dash_factorgrad_full,tnt,1,23.853304862976074,,0.8443440496921539,,0.18597159534692764,,589.0,
transfer,dash_raw,all13,1,27.414517182570236,,0.8334426650634179,,0.22042771314199155,,4689.0,
transfer,dash_raw,db,1,29.986763954162598,,0.9029695689678192,,0.25139711797237396,,525.0,
transfer,dash_raw,mipnerf360,1,27.599658542209202,,0.8147382272614373,,0.22215986169046825,,3571.0,
transfer,dash_raw,tnt,1,24.00913429260254,,0.8480857312679291,,0.1816636398434639,,593.0,
transfer,legs_factorgrad_full,all13,1,27.99991226196289,,0.8533708728276767,,0.18621150862712127,,8541.0,
transfer,legs_factorgrad_full,db,1,30.15399742126465,,0.9120868742465973,,0.22699470818042755,,854.0,
transfer,legs_factorgrad_full,mipnerf360,1,28.22627788119846,,0.8367512491014268,,0.18506508155001533,,6453.0,
transfer,legs_factorgrad_full,tnt,1,24.827181816101074,,0.8694431781768799,,0.15058723092079163,,1234.0,
transfer,legs_raw,all13,1,28.018966381366436,,0.8533745774855981,,0.1838112221314357,,8775.0,
transfer,legs_raw,db,1,30.194937705993652,,0.9113700687885284,,0.22598859667778015,,874.0,
transfer,legs_raw,mipnerf360,1,28.278684192233616,,0.8369218839539422,,0.18300809462865195,,6635.0,
transfer,legs_raw,tnt,1,24.674264907836914,,0.869416207075119,,0.1452479213476181,,1266.0,
transfer,taming_factorgrad_full,all13,1,27.15260300269494,,0.8164089826437143,,0.2558992803096771,,4735.0,
transfer,taming_factorgrad_full,db,1,29.7723445892334,,0.8998923897743225,,0.27494293451309204,,491.0,
transfer,taming_factorgrad_full,mipnerf360,1,27.31165991889106,,0.7938098576333787,,0.2615641802549362,,3778.0,
transfer,taming_factorgrad_full,tnt,1,23.817105293273926,,0.8346216380596161,,0.21136357635259628,,466.0,
transfer,taming_raw,all13,1,27.205777681790867,,0.8166759335077726,,0.2545406142106423,,4842.0,
transfer,taming_raw,db,1,29.855274200439453,,0.8993174433708191,,0.27381522953510284,,511.0,
transfer,taming_raw,mipnerf360,1,27.33265029059516,,0.7939566506279839,,0.2605360233121448,,3855.0,
transfer,taming_raw,tnt,1,23.98535442352295,,0.836271196603775,,0.20828665792942047,,476.0,
transfer,vanilla_factorgrad_late,all13,1,27.247327951284554,,0.8313006070943979,,0.21826529273620018,,,
transfer,vanilla_factorgrad_late,db,1,29.64604663848877,,0.9031469225883484,,0.2425014227628708,,,
transfer,vanilla_factorgrad_late,mipnerf360,1,27.52023082309299,,0.8118150896496243,,0.22286609643035465,,,
transfer,vanilla_factorgrad_late,tnt,1,23.620546340942383,,0.8471391201019287,,0.1733255460858345,,,
transfer,vanilla_raw,all13,1,27.303066106942985,,0.8322073954802293,,0.21618652630310792,,,
transfer,vanilla_raw,db,1,29.782907485961914,,0.9028260409832001,,0.2410382479429245,,,
transfer,vanilla_raw,mipnerf360,1,27.53728569878472,,0.8127536310089959,,0.22089121490716934,,,
transfer,vanilla_raw,tnt,1,23.76923656463623,,0.8491306900978088,,0.17016370594501495,,,
vanilla_full_boundary,vanilla_full,all13,1,27.236619802621696,,0.8318534585145804,,0.21763618634297296,,,
vanilla_full_boundary,vanilla_full,db,1,29.665549278259277,,0.9025397598743439,,0.24223926663398743,,,
vanilla_full_boundary,vanilla_full,mipnerf360,1,27.475128597683376,,0.8126232756508721,,0.2219024764166938,,,
vanilla_full_boundary,vanilla_full,tnt,1,23.734400749206543,,0.8477029800415039,,0.17383480072021484,,,
